year,name,rank,countrycode,networthusbillion,typeofwealth,gender,age,industry,companytype,relationshiptocompany
1996,Marvin Davis,168,USA,2.2,inherited,male,70,Energy,new,relation
2001,Marvin Davis,82,USA,4.5,inherited,male,75,Energy,new,relation
1996,Mary Alice Dorrance Malone,214,USA,1.9,inherited,female,46,Consumer,aquired,relation
2001,Mary Alice Dorrance Malone,272,USA,1.8,inherited,female,51,Consumer,aquired,relation
2014,Mary Alice Dorrance Malone,609,USA,2.8,inherited,female,64,Consumer,aquired,relation
2001,Mary Anselmo,452,USA,1.1,inherited,female,72,Media,new,relation
2014,Mary Perkins,1540,USA,1.1,founder non-finance,female,,"Retail, Restaurant",new,founder
1996,Masafumi Miyamoto,310,JPN,1.3,founder non-finance,male,0,Technology-Computer,subsidiary,founder
2014,Masahiro Miki,609,JPN,2.8,founder non-finance,male,58,"Retail, Restaurant",new,founder
1996,Masahiro Ohga,176,JPN,2.1,,male,0,Media,,,,,,,,,,,,,,
1996,Masakazu Shiiki,329,JPN,1.2,self-made finance,male,0,Money Management,new,founder
1996,Masakuni Osano,233,JPN,1.7,self-made finance,male,0,Real Estate,new,president
2001,Masao Morita,251,JPN,1.9,inherited,male,,Media,new,relation
1996,Masatoshi Ito,54,JPN,4,founder non-finance,male,71,"Retail, Restaurant",new,founder
2001,Masatoshi Ito,82,JPN,4.5,founder non-finance,male,76,"Retail, Restaurant",new,founder
2014,Masatoshi Ito,446,JPN,3.5,founder non-finance,male,89,"Retail, Restaurant",new,founder
1996,Masayoshi Son,44,JPN,4.6,founder non-finance,male,38,Media,new,founder/CEO
2001,Masayoshi Son,55,JPN,5.6,founder non-finance,male,43,Media,new,founder/CEO
2014,Masayoshi Son,42,JPN,18.4,founder non-finance,male,56,Technology-Computer,new,founder/CEO
2014,Massimo Moratti,1154,ITA,1.5,inherited,male,68,Energy,new,relation
2014,Matt & Dan Walsh,869,USA,2,inherited,male,,Constrution,new,relation
2014,Matthias Reimann-Andersen,483,DEU,3.3,inherited,male,48,Consumer,aquired,relation
1996,Maurice Greenberg,293,USA,1.4,self-made finance,male,70,Money Management,new,Chairman and Chief Executive Officer
2001,Maurice Greenberg,92,USA,4.3,self-made finance,male,75,Money Management,new,Chairman and Chief Executive Officer
2014,Max Michel Suberville,1210,MEX,1.4,executive,male,81,Consumer,new,owner
2014,Max Turnauer,1442,AUT,1.2,inherited,male,78,Non-consumer industrial,new,relation
2014,Meg Whitman,869,USA,2,executive,female,57,Technology-Computer,new,president and ceo
2014,Megdet Rahimkulov,1442,RUS,1.2,privatized and resources,male,68,Diversified financial,state owned enterprise,Chief Executive
2001,Mehmet Karamehmet,109,TUR,3.7,executive,male,56,Media,new,chairman
2014,Mehmet Karamehmet,1154,TUR,1.5,executive,male,69,Media,new,chairman
2014,Mehmet Nazif Gunal,1154,TUR,1.5,founder non-finance,male,66,Constrution,new,founder
2014,Mehmet Sinan Tara,1092,TUR,1.6,inherited,male,55,Constrution,new,relation
2014,Melker Schorling,263,SWE,5.4,self-made finance,male,66,Diversified financial,new,founder
1996,Merck family,34,DEU,5,inherited,,0,Technology-Medical,aquired,,,,,,,,,,,,,
2014,Miao Shouliang,1442,CHN,1.2,self-made finance,male,59,Real Estate,new,,,,,,,,,,,,,
2014,Michael & Rainer Schmidt-Ruthenbeck,609,DEU,2.8,inherited,male,,"Retail, Restaurant",new,relation
1996,Michael and Rainer Schmidt-Ruthenbeck,89,DEU,3.1,inherited,male,0,"Retail, Restaurant",new,relation
2001,Michael and Rainer Schmidt-Ruthenbeck,182,DEU,2.5,inherited,male,,"Retail, Restaurant",new,relation
2014,Michael Ashcroft,1210,GBR,1.4,founder non-finance,male,68,Other,new,founder
2014,Michael Ashley,256,GBR,5.5,founder non-finance,male,49,"Retail, Restaurant",new,founder
2001,Michael Birck,312,USA,1.6,founder non-finance,male,,Media,new,founder
1996,Michael Bloomberg,412,USA,1,founder non-finance,male,53,Media, new,founder
2001,Michael Bloomberg,82,USA,4.5,founder non-finance,male,58,Media, new,founder
2014,Michael Bloomberg,16,USA,33,founder non-finance,male,72,Media, new,founder
1996,Michael DeGroote,324,CAN,1.2,founder non-finance,male,0,services,aquired,owner
1996,Michael Dell,374,USA,1.1,founder non-finance,male,31,Technology-Computer,new,founder
2001,Michael Dell,27,USA,10.5,founder non-finance,male,36,Technology-Computer,new,founder
2014,Michael Dell,48,USA,17.5,founder non-finance,male,49,Technology-Computer,new,founder
2014,Michael Hartono,184,IDN,7.3,executive,male,74,Consumer,new,relation
2014,Michael Herz,328,DEU,4.5,inherited,male,70,Consumer,new,relation
2001,Michael Hilti,363,LIE,1.4,executive,male,54,Constrution,,,,,,,,,,,,,,
2014,Michael Hintze,1036,AUS,1.8,self-made finance,male,60,Diversified financial,new,founder
2014,Michael Ilitch,1036,USA,1.8,founder non-finance,male,,"Retail, Restaurant",new,founder
2014,Michael Jaharis,828,USA,2.1,founder non-finance,male,85,Technology-Medical,new,founder
1996,Michael Kadoorie,130,HKG,2.5,inherited,male,55,Money Management,new,relation
2014,Michael Kadoorie,153,HKG,8.5,inherited,male,72,Diversified financial,new,relation
2014,Michael Klein,931,BRA,1.9,inherited,male,63,"Retail, Restaurant",new,relation
2014,Michael Kors,1565,USA,1,founder non-finance,male,54,"Retail, Restaurant",new,founder
2001,Michael Krasny,251,USA,1.9,founder non-finance,male,47,Technology-Computer,new,founder
2014,Michael Krasny,1372,USA,1.2,founder non-finance,male,60,"Retail, Restaurant",new,founder
2001,Michael Lee-Chin,490,CAN,1,inherited,male,50,Hedge funds,new,relation
2014,Michael Lynch,1565,GBR,1,founder non-finance,male,49,Technology-Computer,new,founder
2014,Michael Milken,687,USA,2.5,self-made finance,male,67,Diversified financial,new,head of high-yield bond trading dept
2014,Michael Moritz,609,USA,2.8,self-made finance,male,59,Venture Capital,new,partner
1996,Michael Otto,27,DEU,5.2,inherited,male,52,"Retail, Restaurant",new,relation
2001,Michael Otto,70,DEU,5,inherited,male,57,"Retail, Restaurant",new,relation
2014,Michael Otto,42,DEU,18.4,inherited,male,70,"Retail, Restaurant",new,relation
2014,Michael Pieper,580,CHE,2.9,inherited,male,68,Consumer,aquired,relation
2014,Michael Platt,430,GBR,3.6,self-made finance,male,45,Hedge funds,new,founder
2014,Michael Price,1284,USA,1.3,self-made finance,male,61,Diversified financial,new,founder
2014,Michael Rubin,642,USA,2.7,founder non-finance,male,41,"Retail, Restaurant",new,founder
2014,Michael Steinhardt,1465,USA,1.1,self-made finance,male,73,Money Management,new,founder
2014,Michael Stoschek,408,DEU,3.7,inherited,male,66,Consumer,new,relation
2014,Michael Ying,580,HKG,2.9,executive,male,64,"Retail, Restaurant",new,former chairman and CEO
2014,Michal Solowow,764,POL,2.3,self-made finance,male,51,Diversified financial,aquired,investor
2014,Michel Chalhoub,1210,FRA,1.4,founder non-finance,male,82,"Retail, Restaurant",new,founder
1996,Michel David-Weill,276,FRA,1.4,inherited,male,0,Money Management,new,relation
1996,Michel Fribourg,184,USA,2.1,inherited,male,0,Consumer,new,relation
2014,Michel Leclercq,551,FRA,3,founder non-finance,male,74,Consumer,new,founder
1996,Michele Ferrero,154,ITA,2.3,executive,male,69,Consumer,new,relation
2001,Michele Ferrero,292,ITA,1.7,executive,male,74,Consumer,new,relation
2014,Michele Ferrero,22,ITA,26.5,executive,male,88,Consumer,new,relation
1996,Micky Arison,241,USA,1.7,inherited,male,46,"Retail, Restaurant",new,relation
2001,Micky Arison,96,USA,4.1,inherited,male,51,"Retail, Restaurant",new,relation
2014,Micky Arison,208,USA,6.5,inherited,male,64,"Retail, Restaurant",new,relation
2014,Micky Jagtiani,281,IND,5,founder non-finance,male,62,"Retail, Restaurant",new,founder
2014,Miguel Krigsner,642,BRA,2.7,founder non-finance,male,64,Consumer,new,founder
2014,Mike Adenuga,325,NGA,4.6,privatized and resources,male,60,Media,new,founder
2014,Mikhail Abyzov,1565,RUS,1,privatized and resources,male,41,Energy,new,Chairman
2014,Mikhail Balakin,931,RUS,1.9,privatized and resources,male,52,Constrution,privatization,chairman
2001,Mikhail Fridman,387,RUS,1.3,privatized and resources,male,36,Energy,new,founder
2014,Mikhail Fridman,47,RUS,17.6,privatized and resources,male,49,Energy,new,founder
2014,Mikhail Gutseriev,483,RUS,3.3,privatized and resources,male,55,Energy,new,owner
2001,Mikhail Khodorkovsky,194,RUS,2.4,privatized and resources,male,37,Energy,privatization,Chairman and Chief Executive Officer
2014,Mikhail Prokhorov,109,RUS,10.9,privatized and resources,male,48,Diversified financial,privatization,owner
2014,Milane Frantz,215,USA,6.3,inherited,female,44,Non-consumer industrial,new,relation
2014,Miloud Chaabi,931,MAR,1.9,self-made finance,male,85,Diversified financial,new,founder
2014,Min Kao,687,USA,2.5,founder non-finance,male,65,Technology-Computer,new,founder
2014,Miriam Blocher,1465,CHE,1.1,inherited,female,39,Non-consumer industrial,aquired,relation
2014,Mitchell Goldhar,973,CAN,1.9,self-made finance,male,52,Real Estate,new,owner
2014,Mitchell Jacobson,1442,USA,1.2,inherited,male,62,Non-consumer industrial,new,relation
2001,Mitchell Rales,336,USA,1.5,founder non-finance,male,44,Technology-Medical,new,founder
2014,Mitchell Rales,396,USA,3.8,founder non-finance,male,57,Technology-Medical,new,founder
2001,Miuccia Prada,363,ITA,1.4,inherited,female,51,Consumer,new,relation
2014,Miuccia Prada,102,ITA,11.1,inherited,female,64,Consumer,new,relation
2014,Mo Tianquan,931,CHN,1.9,founder non-finance,male,50,Technology-Computer,new,founder
1996,Mochtar Riady,306,IDN,1.3,self-made finance,male,0,Real Estate,new,founder
2014,Mochtar Riady,687,IDN,2.5,self-made finance,male,84,Diversified financial,new,founder
2014,Mofatraj Munot,1372,IND,1.2,self-made finance,male,69,Real Estate,new,founder
2014,Mohamed Al Fayed,931,EGY,1.9,executive,male,85,0,aquired,owner
2014,Mohamed Mansour,520,EGY,3.1,inherited,male,66,Diversified financial,new,relation
1996,Mohamed Salim Bin Mahfouz,36,SAU,5,inherited,male,0,Money Management,new,relation
2014,Mohammad Al Amoudi,61,SAU,15.3,privatized and resources,male,67,Energy,new,founder
2014,Mohammed Al Barwani,1372,OMN,1.2,privatized and resources,male,62,Energy,new,founder
2014,Mohammed Al Issa,520,SAU,3.1,,male,89,Diversified financial,new,shareholder
2014,Mohammed Ibrahim,1465,GBR,1.1,founder non-finance,male,67,Media,new,founder
1996,Mohammed Jameel,139,SAU,2.5,inherited,male,0,"Retail, Restaurant",new,relation
2001,Mohammed Jameel,151,SAU,3,inherited,male,,"Retail, Restaurant",new,relation
2014,Mohannad Al-Kharafi,1284,KWT,1.3,inherited,male,,Diversified financial,new,relation
2014,Moise Safra,796,BRA,2.2,self-made finance,male,79,Money Management,new,founder
2014,Mokhzani Mahathir,1372,MYS,1.2,privatized and resources,male,53,Energy,new,founder
2014,Monika Schoeller,1565,DEU,1,inherited,female,75,Media,new,relation
2014,Monique Louis-Dreyfus,1154,FRA,1.5,inherited,female,74,Mining and metals,new,relation
1996,Moores family,227,GBR,1.8,inherited,,0,"Retail, Restaurant",new,,,,,,,,,,,,,
2014,Mori Arkin,1372,ISR,1.2,executive,male,61,Technology-Medical,new,owner
2014,Morris Kahn,1565,ISR,1,executive,male,84,Technology-Computer,new,investor
2001,Mortimer Zuckerman,421,USA,1.2,self-made finance,male,63,Real Estate,new,founder
2014,Mortimer Zuckerman,731,USA,2.4,self-made finance,male,76,Real Estate,new,founder
2014,Mubariz Gurbanoglu,1284,TUR,1.3,founder non-finance,male,45,Other,new,founder
2014,Mukesh Ambani,40,IND,18.6,inherited,male,56,Energy,new,relation
2014,Murali Divi,1154,IND,1.5,founder non-finance,male,62,Technology-Medical,new,founder
2014,Murat Ulker,408,TUR,3.7,inherited,male,54,Consumer,new,relation
2014,Murat Vargi,1565,TUR,1,founder non-finance,male,66,Media,new,founder
2014,Murdaya Poo,1036,IDN,1.8,privatized and resources,male,73,Diversified financial,new,founder
2014,Mustafa Latif Topbas,1284,TUR,1.3,executive,male,69,Consumer,new,owner
1996,Mustafa Rahmi Koc,56,TUR,4,inherited,male,65,Money Management,new,relation
2001,Mustafa Rahmi Koc,182,TUR,2.5,inherited,male,70,Money Management,new,relation
2014,Mustafa Rahmi Koc,828,TUR,2.1,inherited,male,83,Diversified financial,new,relation
2014,N. Murray Edwards,828,CAN,2.1,privatized and resources,male,54,Energy,new,chairman
2014,N.R. Narayana Murthy,1046,IND,1.7,founder non-finance,male,67,Technology-Computer,new,founder
2014,Nadhmi Auchi,796,GBR,2.2,self-made finance,male,76,Real Estate,new,founder
2014,Naguib Sawiris,609,EGY,2.8,inherited,male,59,Media,new,relation
2014,Najib Mikati,520,LBN,3.1,privatized and resources,male,58,Media,new,founder
2014,Nan Cunhui,1372,CHN,1.2,executive,male,50,Technology-Computer,new,chairman
2001,Nancy Walton Laurie,209,USA,2.2,inherited,female,49,"Retail, Restaurant", new,relation
2014,Nancy Walton Laurie,367,USA,4.1,inherited,female,62,"Retail, Restaurant", new,relation
2014,Nandan Nilekani,1210,IND,1.4,founder non-finance,male,58,Technology-Computer,new,founder
2014,Naruatsu Baba,796,JPN,2.2,founder non-finance,male,36,Technology-Computer,new,founder
2014,Nassef Sawiris,205,FIN,6.7,inherited,male,53,Constrution,new,relation
2001,Nasser Al-Kharafi,50,KWT,6,inherited,male,57,Constrution,new,relation
2014,Nathan Kirsh,408,SWZ,3.7,executive,male,82,"Retail, Restaurant",aquired,investor
1996,Nathaniel Rothschild,387,GBR,1,inherited,male,0,Money Management,new,relation
2014,Neal Patterson,988,USA,1.8,founder non-finance,male,64,Technology-Medical,new,founder
2014,Neide Helena de Moraes,1540,BRA,1.1,inherited,female,59,Diversified financial,new,relation
2014,Neil Bluhm,687,USA,2.5,self-made finance,male,76,Real Estate,new,founder
2014,Nelson Peltz,1078,USA,1.7,self-made finance,male,71,Diversified financial,new,founder
2014,Nerijus Numavicius,1565,LTU,1,founder non-finance,male,46,"Retail, Restaurant",new,founder
2014,Nevaldo Rocha,925,BRA,2,founder non-finance,male,84,"Retail, Restaurant",new,founder
2001,Ng Teng Fong,116,SGP,3.5,self-made finance,male,72,Real Estate,new,founder
2014,Ni Zhaoxing,1284,CHN,1.3,self-made finance,male,58,Real Estate,new,president
2014,"Nicholas Pritzker, II.",1210,USA,1.4,inherited,male,70,Real Estate,aquired,relation
2014,Nicholas Woodman,1284,USA,1.3,founder non-finance,male,38,Technology-Computer,new,founder
1996,Nicky Oppenheimer,141,ZAF,2.5,inherited,male,50,Mining and metals,new ,relation
2001,Nicky Oppenheimer,82,ZAF,4.5,inherited,male,55,Mining and metals,new ,relation
2014,Nicky Oppenheimer,205,ZAF,6.7,inherited,male,68,Mining and metals,new ,relation
2014,Nicola Bulgari,1210,ITA,1.4,inherited,male,73,Consumer,new,relation
2014,Nicolas Berggruen,869,USA,2,self-made finance,male,52,Diversified financial,new,founder
2001,Nicolas Hayek,116,CHE,3.5,founder non-finance,male,72,Consumer,merger,founder
2014,Nicolas Puech,869,FRA,2,inherited,male,71,Consumer,new,relation
2014,Niels Peter Louis-Hansen,408,DEN,3.7,inherited,male,66,Technology-Medical,new,relation
2014,Nikita Mishin,1372,RUS,1.2,self-made finance,male,42,Real Estate,new,founder
2014,Niklas Herlin,1465,FIN,1.1,inherited,male,50,Non-consumer industrial,aquired,relation
2014,Nikolai Maximov,1372,RUS,1.2,self-made finance,male,56,Diversified financial,new,founder
2014,Nikolai Sarkisov,1465,RUS,1.1,self-made finance,male,45,Hedge funds,new,owner
2014,Nikolai Tsvetkov,988,RUS,1.8,self-made finance,male,53,Money Management,new,founder
1996,Nina Wang,80,HKG,3.3,inherited,female,0,Real Estate,new,relation
2001,Nina Wang,109,HKG,3.7,inherited,female,,Real Estate,new,relation
2014,Nirav Modi,1372,IND,1.2,founder non-finance,male,43,Consumer,new,founder
2014,Noam Gottesman,869,USA,2,self-made finance,male,52,Hedge funds,new,founder
2001,Nobutada Saji,40,JPN,7.7,inherited,male,55,Consumer,new,relation
2014,Nobutada Saji,1465,JPN,1.1,inherited,male,68,Consumer,new,relation
1996,Norberto Odebrecht,385,BRA,1,founder non-finance,male,0,Constrution,new,founder
2014,Norman Braman,931,USA,1.9,founder non-finance,male,81,"Retail, Restaurant",new,founder
2001,Norman Waitt,490,USA,1,founder non-finance,male,,Media,new,founder
2014,O. Francis Biondi,1565,USA,1,self-made finance,male,49,Hedge funds,new,founder
2014,Odd Reitan,396,NOR,3.8,founder non-finance,male,62,"Retail, Restaurant",new,founder
1996,Oeri Hoffman and Sacher,3,CHE,13.1,inherited,,0,Technology-Medical,new,,,,,,,,,,,,,
2014,Oleg Boyko,1270,RUS,1.4,founder non-finance,male,49,Media,new,founder
2014,Oleg Deripaska,208,RUS,6.5,privatized and resources,male,46,Mining and metals,new,founder
2014,Oleg Tinkov,1210,RUS,1.4,self-made finance,male,46,Money Management,new,founder
2001,Onsi Sawiris,490,EGY,1,founder non-finance,male,71,Constrution,new,founder
2014,Onsi Sawiris,731,EGY,2.4,founder non-finance,male,84,Constrution,new,founder
2014,Oprah Winfrey,580,USA,2.9,founder non-finance,female,60,Media,new,"founder, chairwoman, ceo",,,,,,,,,,,,
2014,Or Wai Sheun,869,HKG,2,self-made finance,male,62,Real Estate,new,chairman
1996,Otani Family,394,JPN,1,,,0,Real Estate,,,,,,,,,,,,,,
2014,Othman Benjelloun,609,MAR,2.8,inherited,male,81,Money Management,new,relation
1996,Otto Beisheim,61,DEU,3.8,founder non-finance,male,72,"Retail, Restaurant",new,founder
2001,Otto Beisheim,182,DEU,2.5,founder non-finance,male,77,"Retail, Restaurant",new,founder
2014,Otto Happel,483,DEU,3.3,inherited,male,66,Other,new,relation
2014,Pallonji Mistry,82,IRL,12.8,inherited,male,84,Constrution,new,Relation
2014,Pan Zhengmin,663,CHN,2.6,founder non-finance,male,44,Technology-Computer,new,founder
2014,Pang Kang,687,CHN,2.5,executive,male,58,Consumer,new,chairman
2014,Pankaj Patel,731,IND,2.4,inherited,male,60,Technology-Medical,new,relation
2014,Pansy Ho,212,HKG,6.4,inherited,female,51,Real Estate,new,relation
2014,Paolo & Gianfelice Mario Rocca,215,ITA,6.3,inherited,male,,Non-consumer industrial,new,relation
2001,Paolo Bulgari,251,ITA,1.9,inherited,male,,Consumer,new,relation
2014,Paolo Bulgari,1210,ITA,1.4,inherited,male,76,Consumer,new,relation
2014,Park Hyeon-Joo,1465,KOR,1.1,self-made finance,male,55,Money Management,new,founder
2014,Pat Stryker,931,USA,1.9,inherited,female,57,Technology-Medical,new,relation
2014,Patokh Chodiev,1046,BEL,1.7,privatized and resources,male,61,Mining and metals,new,founder
2014,Patrice Motsepe,642,ZAF,2.7,privatized and resources,male,52,Mining and metals,new,founder and executive chairman
2014,Patricia Angelini Rossi,1270,CHL,1.4,inherited,female,59,Mining and metals,new,relation
2014,Patricia Matte,687,CHL,2.5,inherited,female,70,Consumer,new,relation
2001,Patricia Short,452,USA,1.1,,female,,Other,,,,,,,,,,,,,,
2014,Patrick Drahi,215,FRA,6.3,founder non-finance,male,50,Media,new,founder
2001,Patrick Guerrand,387,FRA,1.3,inherited,male,,Other,new,relation
2014,Patrick Lee,663,HKG,2.6,founder non-finance,male,72,Consumer,new,founder
2001,Patrick McGovern,234,USA,2,founder non-finance,male,63,Technology-Computer,new,founder
